,id,date_of_receipt,receipt_number,remarks,units,brand,category,brand_model,status,img,file_exists,file_name,file_size_MB,processed_data,m_receipt_date,m_receipt_number,m_brand_model,m_brand,receipt_type
276,651367,7/6/24,142638,Approved,1,Ray-Ban,Sunglasses,RB8148,1,Receipt/2024/jpeg_20240708_135605.jpg,Yes,jpeg_20240708_135605.jpg,0.277406,"{'m_receipt_date': [], 'm_receipt_number': ['TH RX No: 142638', '142638'], 'm_brand_model': ['Rayhan-s Model Model: 8148 - 9208T0.', '8148'], 'm_brand': ['Rayhan-s Model Model: 8148 - 9208T0.'], 'id': 651367, 'receipt_type': 'Handwritten'}",[],"['TH RX No: 142638', '142638']","['Rayhan-s Model Model: 8148 - 9208T0.', '8148']",['Rayhan-s Model Model: 8148 - 9208T0.'],Handwritten
277,651366,7/6/24,142627,Approved,1,Ray-Ban,Optical,RB5154,1,Receipt/2024/jpeg_20240708_135502.jpg,Yes,jpeg_20240708_135502.jpg,0.293378,"{'m_receipt_date': ['6T7/24', '6T7/24'], 'm_receipt_number': ['TH RX No 142627', '142627'], 'm_brand_model': [], 'm_brand': [], 'id': 651366, 'receipt_type': 'Handwritten'}","['6T7/24', '6T7/24']","['TH RX No 142627', '142627']",[],[],Handwritten
278,651365,7/5/24,142607,Approved,1,Oakley,Optical,OX8139,1,Receipt/2024/jpeg_20240708_135413.jpg,Yes,jpeg_20240708_135413.jpg,0.211675,"{'m_receipt_date': [], 'm_receipt_number': ['RX No: 142607', '142607'], 'm_brand_model': ['Model: 0X8139-0552', '0X8139-0552'], 'm_brand': ['Oakley', 'Oakley'], 'id': 651365, 'receipt_type': 'Handwritten'}",[],"['RX No: 142607', '142607']","['Model: 0X8139-0552', '0X8139-0552']","['Oakley', 'Oakley']",Handwritten
279,651364,7/5/24,142602,Approved,1,Ray-Ban,Sunglasses,RB4165,1,Receipt/2024/jpeg_20240708_135322.jpg,Yes,jpeg_20240708_135322.jpg,0.27411,"{'m_receipt_date': ['05-07-2024'], 'm_receipt_number': ['No: 142602', '142602'], 'm_brand_model': ['RAYBAN (JUSTIN) Model: RB41657', 'RB41657'], 'm_brand': ['RAYBAN (JUSTIN) Model: RB41657', 'RAYBAN'], 'id': 651364, 'receipt_type': 'Handwritten'}",['05-07-2024'],"['No: 142602', '142602']","['RAYBAN (JUSTIN) Model: RB41657', 'RB41657']","['RAYBAN (JUSTIN) Model: RB41657', 'RAYBAN']",Handwritten
280,651363,7/4/24,142591,Approved,1,Ray-Ban,Optical,RB6421,1,Receipt/2024/jpeg_20240708_134739.jpg,Yes,jpeg_20240708_134739.jpg,0.263353,"{'m_receipt_date': [], 'm_receipt_number': ['TH RX No: 142591', '142591'], 'm_brand_model': ['Model: RB 6421.', '6421.'], 'm_brand': ['Frame: RAYBAN', 'RAYBAN'], 'id': 651363, 'receipt_type': 'Handwritten'}",[],"['TH RX No: 142591', '142591']","['Model: RB 6421.', '6421.']","['Frame: RAYBAN', 'RAYBAN']",Handwritten
281,651362,7/4/24,142583,Approved,1,Burberry,Optical,B2391,1,Receipt/2024/jpeg_20240708_134643.jpg,Yes,jpeg_20240708_134643.jpg,0.302091,"{'m_receipt_date': [], 'm_receipt_number': ['TH RX No: 142583', '142583'], 'm_brand_model': [], 'm_brand': [], 'id': 651362, 'receipt_type': 'Handwritten'}",[],"['TH RX No: 142583', '142583']",[],[],Handwritten
282,651361,7/3/24,142568,Approved,1,Ray-Ban,Optical,RB5424D,1,Receipt/2024/jpeg_20240708_134552.jpg,Yes,jpeg_20240708_134552.jpg,0.24739,"{'m_receipt_date': ['3/7/24'], 'm_receipt_number': ['No: 142568', '142568'], 'm_brand_model': ['RB5424D', 'RB5424D'], 'm_brand': ['RB5424D'], 'id': 651361, 'receipt_type': 'Handwritten'}",['3/7/24'],"['No: 142568', '142568']","['RB5424D', 'RB5424D']",['RB5424D'],Handwritten
283,651360,7/2/24,142542,Approved,1,Prada,Optical,VPR13Y,1,Receipt/2024/jpeg_20240708_134450.jpg,Yes,jpeg_20240708_134450.jpg,0.262756,"{'m_receipt_date': ['2/7/24', '2/7/24'], 'm_receipt_number': ['TH RX No: 142542', '142542'], 'm_brand_model': ['Prada VPR13Y-F Model: 8520 C4', 'VPR13Y-F'], 'm_brand': ['Prada VPR13Y-F Model: 8520 C4', 'Prada'], 'id': 651360, 'receipt_type': 'Handwritten'}","['2/7/24', '2/7/24']","['TH RX No: 142542', '142542']","['Prada VPR13Y-F Model: 8520 C4', 'VPR13Y-F']","['Prada VPR13Y-F Model: 8520 C4', 'Prada']",Handwritten
284,651359,7/2/24,142533,Approved,1,Oakley,Optical,OX8080,1,Receipt/2024/jpeg_20240708_134403.jpg,Yes,jpeg_20240708_134403.jpg,0.261305,"{'m_receipt_date': ['2/7/24', '2/7/24'], 'm_receipt_number': ['TH RX No: 142533', '142533'], 'm_brand_model': [], 'm_brand': [], 'id': 651359, 'receipt_type': 'Handwritten'}","['2/7/24', '2/7/24']","['TH RX No: 142533', '142533']",[],[],Handwritten
285,651357,6/30/24,142508,Approved,1,Emporio Armani,Optical,EA3243,1,Receipt/2024/jpeg_20240708_134203.jpg,Yes,jpeg_20240708_134203.jpg,0.277353,"{'m_receipt_date': ['30-6-24', '30-6-24'], 'm_receipt_number': ['TH RX No: 142508', '142508'], 'm_brand_model': ['Model: 3243', '3243'], 'm_brand': ['Model: 3243'], 'id': 651357, 'receipt_type': 'Handwritten'}","['30-6-24', '30-6-24']","['TH RX No: 142508', '142508']","['Model: 3243', '3243']",['Model: 3243'],Handwritten
286,651356,6/30/24,142499,Approved,1,Oakley,Sunglasses,9439,1,Receipt/2024/jpeg_20240708_134105.jpg,Yes,jpeg_20240708_134105.jpg,0.279399,"{'m_receipt_date': [], 'm_receipt_number': ['RX No: 142499> / 142500', '142499>'], 'm_brand_model': ['009439-0450 Stk No:', '009439-0450'], 'm_brand': [], 'id': 651356, 'receipt_type': 'Handwritten'}",[],"['RX No: 142499> / 142500', '142499>']","['009439-0450 Stk No:', '009439-0450']",[],Handwritten
287,651355,6/30/24,142487,Approved,1,Coach,Sunglasses,HC8398,1,Receipt/2024/jpeg_20240708_134011.jpg,Yes,jpeg_20240708_134011.jpg,0.257753,"{'m_receipt_date': ['30/6/24', '30/6/24'], 'm_receipt_number': ['142487', '142487'], 'm_brand_model': ['HC 83984', '83984'], 'm_brand': ['HC 83984'], 'id': 651355, 'receipt_type': 'Handwritten'}","['30/6/24', '30/6/24']","['142487', '142487']","['HC 83984', '83984']",['HC 83984'],Handwritten
288,651354,6/29/24,142480,Approved,1,Oakley,Optical,OX8062,1,Receipt/2024/jpeg_20240708_133928.jpg,Yes,jpeg_20240708_133928.jpg,0.285603,"{'m_receipt_date': ['29/6/24'], 'm_receipt_number': ['TH RX No: 142480', '142480'], 'm_brand_model': ['ox 8062D', '8062D'], 'm_brand': ['Oakley Dissipate', 'Oakley'], 'id': 651354, 'receipt_type': 'Handwritten'}",['29/6/24'],"['TH RX No: 142480', '142480']","['ox 8062D', '8062D']","['Oakley Dissipate', 'Oakley']",Handwritten
289,651353,6/29/24,142469,Approved,1,Burberry,Optical,B1382,1,Receipt/2024/jpeg_20240708_133834.jpg,Yes,jpeg_20240708_133834.jpg,0.30114,"{'m_receipt_date': ['29/6/24'], 'm_receipt_number': ['142469X2', '142469X2'], 'm_brand_model': ['Birbering B 13820 - 1326 Model: ( Progressive'], 'm_brand': [], 'id': 651353, 'receipt_type': 'Handwritten'}",['29/6/24'],"['142469X2', '142469X2']",['Birbering B 13820 - 1326 Model: ( Progressive'],[],Handwritten
290,651352,6/29/24,142468,Approved,1,Ray-Ban,Optical,RB8751,1,Receipt/2024/jpeg_20240708_133745.jpg,Yes,jpeg_20240708_133745.jpg,0.285531,"{'m_receipt_date': [], 'm_receipt_number': ['TH RX No: 142468', '142468'], 'm_brand_model': ['Model: RB 8751D', 'RB 8751D'], 'm_brand': ['RAYBAN', 'RAYBAN'], 'id': 651352, 'receipt_type': 'Handwritten'}",[],"['TH RX No: 142468', '142468']","['Model: RB 8751D', 'RB 8751D']","['RAYBAN', 'RAYBAN']",Handwritten
291,651351,6/29/24,142451,Approved,1,Prada,Optical,VPRA05,1,Receipt/2024/jpeg_20240708_133654.jpg,Yes,jpeg_20240708_133654.jpg,0.310375,"{'m_receipt_date': ['29.06.24'], 'm_receipt_number': ['TH RX No: 142451', '142451'], 'm_brand_model': [], 'm_brand': ['Prada 1 UPR Model: A05- F - HN-101', 'Prada'], 'id': 651351, 'receipt_type': 'Handwritten'}",['29.06.24'],"['TH RX No: 142451', '142451']",[],"['Prada 1 UPR Model: A05- F - HN-101', 'Prada']",Handwritten
292,651350,6/28/24,142431,Approved,1,Ray-Ban,Optical,RB7168,1,Receipt/2024/jpeg_20240708_133558.jpg,Yes,jpeg_20240708_133558.jpg,0.282073,"{'m_receipt_date': ['28/6/24', '28/6/24'], 'm_receipt_number': ['142431', '142431'], 'm_brand_model': ['RB7168D', 'RB7168D'], 'm_brand': ['Rayban', 'Rayban'], 'id': 651350, 'receipt_type': 'Handwritten'}","['28/6/24', '28/6/24']","['142431', '142431']","['RB7168D', 'RB7168D']","['Rayban', 'Rayban']",Handwritten
293,651347,6/17/24,38385,Approved,1,Ray-Ban,Sunglasses,5153,1,Receipt/2024/73wrimtqw5_VMuOiP2.jpg,Yes,73wrimtqw5_VMuOiP2.jpg,5.322512,"{'m_receipt_date': ['17.6.24', '17.6.24', '17/6/24'], 'm_receipt_number': ['NO. 38385 R', 'NO. 38385', '38385', '38385'], 'm_brand_model': ['OAKLEY 00X 5153 02-56', '5153 02-56'], 'm_brand': ['RAYBAN', 'RAYBAN ORB 4392D 64508', 'RAYBAN', 'RAYBAN'], 'id': 651347, 'receipt_type': 'Handwritten'}","['17.6.24', '17.6.24', '17/6/24']","['NO. 38385 R', 'NO. 38385', '38385', '38385']","['OAKLEY 00X 5153 02-56', '5153 02-56']","['RAYBAN', 'RAYBAN ORB 4392D 64508', 'RAYBAN', 'RAYBAN']",Handwritten
294,651346,6/17/24,38385,Approved,1,Oakley,Optical,5153,1,Receipt/2024/73wrimtqw5.jpg,Yes,73wrimtqw5.jpg,5.322512,"{'m_receipt_date': ['17.6.24', '17.6.24', '17/6/24'], 'm_receipt_number': ['NO. 38385 R', 'NO. 38385', '38385', '38385'], 'm_brand_model': ['OAKLEY 00X 5153 02-56', '5153 02-56'], 'm_brand': ['OAKLEY 00X 5153 02-56', 'OAKLEY', 'OAKLEY', 'OAKLEY'], 'id': 651346, 'receipt_type': 'Handwritten'}","['17.6.24', '17.6.24', '17/6/24']","['NO. 38385 R', 'NO. 38385', '38385', '38385']","['OAKLEY 00X 5153 02-56', '5153 02-56']","['OAKLEY 00X 5153 02-56', 'OAKLEY', 'OAKLEY', 'OAKLEY']",Handwritten
295,651342,6/29/24,amk24002613,Approved,1,Oakley,Optical,OX8174F07(56),1,Receipt/2024/afdbajkscv.jpg,Yes,afdbajkscv.jpg,17.237048,"{'m_receipt_date': ['29/6/2024', '29/6/2024'], 'm_receipt_number': ['OR-AMK24002613', 'OR-AMK24002613'], 'm_brand_model': ['OX8174F 07 (56)'], 'm_brand': ['OAKLEY', 'OAKLEY'], 'id': 651342, 'receipt_type': 'Printed'}","['29/6/2024', '29/6/2024']","['OR-AMK24002613', 'OR-AMK24002613']",['OX8174F 07 (56)'],"['OAKLEY', 'OAKLEY']",Printed
296,651340,6/29/24,amk24002605,Approved,1,Oakley,Optical,OX808004(58) CROSSLINK ZERO(a) gry clr,1,Receipt/2024/fw4zaj2kph.jpg,Yes,fw4zaj2kph.jpg,17.554075,"{'m_receipt_date': ['29/6/2024', '29/6/2024'], 'm_receipt_number': ['OR-AMK24002605', 'OR-AMK24002605'], 'm_brand_model': [], 'm_brand': ['OAKLEY', 'OAKLEY'], 'id': 651340, 'receipt_type': 'Printed'}","['29/6/2024', '29/6/2024']","['OR-AMK24002605', 'OR-AMK24002605']",[],"['OAKLEY', 'OAKLEY']",Printed
297,651339,6/26/24,amk24002563,Approved,1,Oakley,Optical,OX815307(55) METALINK GRY,1,Receipt/2024/lptqqyhimm.jpg,Yes,lptqqyhimm.jpg,10.92837,"{'m_receipt_date': ['26/6/2024', '26/6/2024'], 'm_receipt_number': ['OR-AMK24002563', 'OR-AMK24002563'], 'm_brand_model': ['OX8153 07 (55) METALINK GRY'], 'm_brand': ['OAKLEY', 'OAKLEY'], 'id': 651339, 'receipt_type': 'Printed'}","['26/6/2024', '26/6/2024']","['OR-AMK24002563', 'OR-AMK24002563']",['OX8153 07 (55) METALINK GRY'],"['OAKLEY', 'OAKLEY']",Printed
298,651338,6/26/24,142386,Approved,1,Ray-Ban,Optical,RB7168,1,Receipt/2024/jpeg_20240708_130540.jpg,Yes,jpeg_20240708_130540.jpg,0.234812,"{'m_receipt_date': ['26-6-24'], 'm_receipt_number': ['No: 142386', '142386'], 'm_brand_model': [], 'm_brand': ['Frame: D Ray Ban DEverI Model: 1 (7)b8D 09910'], 'id': 651338, 'receipt_type': 'Handwritten'}",['26-6-24'],"['No: 142386', '142386']",[],['Frame: D Ray Ban DEverI Model: 1 (7)b8D 09910'],Handwritten
299,651337,6/26/24,142378,Approved,1,Ray-Ban,Optical,RB4379,1,Receipt/2024/jpeg_20240708_130445.jpg,Yes,jpeg_20240708_130445.jpg,0.275051,"{'m_receipt_date': ['26.06.24', '26.06.24'], 'm_receipt_number': ['TH RX No: 142378', '142378'], 'm_brand_model': [], 'm_brand': [], 'id': 651337, 'receipt_type': 'Handwritten'}","['26.06.24', '26.06.24']","['TH RX No: 142378', '142378']",[],[],Handwritten
300,651336,6/23/24,142302,Approved,1,Emporio Armani,Optical,EA1161,1,Receipt/2024/jpeg_20240708_130325.jpg,Yes,jpeg_20240708_130325.jpg,0.306178,"{'m_receipt_date': [], 'm_receipt_number': ['TH RX No: 142302', '142302'], 'm_brand_model': ['E.A-1161 1 Model - 3382', 'E.A-1161'], 'm_brand': ['E.A-1161 1 Model - 3382'], 'id': 651336, 'receipt_type': 'Handwritten'}",[],"['TH RX No: 142302', '142302']","['E.A-1161 1 Model - 3382', 'E.A-1161']",['E.A-1161 1 Model - 3382'],Handwritten
301,651335,6/23/24,142301,Approved,1,Ray-Ban,Sunglasses,RB2176,1,Receipt/2024/jpeg_20240708_130235.jpg,Yes,jpeg_20240708_130235.jpg,0.245317,"{'m_receipt_date': ['23/6/24'], 'm_receipt_number': ['TH RX No: 142301', '142301'], 'm_brand_model': ['RB 2176', '2176'], 'm_brand': ['RB 2176'], 'id': 651335, 'receipt_type': 'Handwritten'}",['23/6/24'],"['TH RX No: 142301', '142301']","['RB 2176', '2176']",['RB 2176'],Handwritten
302,651333,6/22/24,142299,Approved,1,Ray-Ban,Optical,RB7218,1,Receipt/2024/jpeg_20240708_130128.jpg,Yes,jpeg_20240708_130128.jpg,0.324886,"{'m_receipt_date': [], 'm_receipt_number': ['142299', '142299'], 'm_brand_model': ['Rayban- 7218 Model:', '7218'], 'm_brand': ['Rayban- 7218 Model:', 'Rayban-'], 'id': 651333, 'receipt_type': 'Handwritten'}",[],"['142299', '142299']","['Rayban- 7218 Model:', '7218']","['Rayban- 7218 Model:', 'Rayban-']",Handwritten
303,651332,6/22/24,142295,Approved,1,Tiffany & Co.,Optical,TF1144,1,Receipt/2024/jpeg_20240708_130031.jpg,Yes,jpeg_20240708_130031.jpg,0.338801,"{'m_receipt_date': ['22/6/24'], 'm_receipt_number': ['RX No: 142295', '142295'], 'm_brand_model': ['Model: TF 1144TD'], 'm_brand': ['Frame: Tiffany & Co', 'Tiffany'], 'id': 651332, 'receipt_type': 'Handwritten'}",['22/6/24'],"['RX No: 142295', '142295']",['Model: TF 1144TD'],"['Frame: Tiffany & Co', 'Tiffany']",Handwritten
304,651331,6/21/24,142247,Approved,1,Prada,Optical,VPR11Z,1,Receipt/2024/jpeg_20240708_125933.jpg,Yes,jpeg_20240708_125933.jpg,0.251809,"{'m_receipt_date': [], 'm_receipt_number': ['TH RX No: 142247', '142247'], 'm_brand_model': [], 'm_brand': ['PRADA', 'PRADA'], 'id': 651331, 'receipt_type': 'Handwritten'}",[],"['TH RX No: 142247', '142247']",[],"['PRADA', 'PRADA']",Handwritten
305,651330,6/21/24,142236,Approved,1,Ray-Ban,Sunglasses,RB3025,1,Receipt/2024/jpeg_20240708_125842.jpg,Yes,jpeg_20240708_125842.jpg,0.2762,"{'m_receipt_date': ['on 21/6', '21/6/24', '21/6'], 'm_receipt_number': ['RX No: 142236', '142236'], 'm_brand_model': ['RB 3025 001-032', 'RB 3025'], 'm_brand': ['ONE RayBan SG', 'RayBan'], 'id': 651330, 'receipt_type': 'Handwritten'}","['on 21/6', '21/6/24', '21/6']","['RX No: 142236', '142236']","['RB 3025 001-032', 'RB 3025']","['ONE RayBan SG', 'RayBan']",Handwritten
306,651329,6/17/24,38384,Approved,1,Ray-Ban,Sunglasses,8062D,1,Receipt/2024/cjtjj1rvx3_V0Df1O9.jpg,Yes,cjtjj1rvx3_V0Df1O9.jpg,5.277784,"{'m_receipt_date': ['17/6/24', '17/6/24'], 'm_receipt_number': ['NO. 38384 R', 'NO. 38384', '38384', '38384'], 'm_brand_model': ['OAKLEY 00x 8062D 01-57', 'Model: OX 8062D', '8062D', '8062D'], 'm_brand': ['RAYBAN', 'RAYBAN ORB 4253 6052Y0', 'RAYBAN', 'RAYBAN'], 'id': 651329, 'receipt_type': 'Handwritten'}","['17/6/24', '17/6/24']","['NO. 38384 R', 'NO. 38384', '38384', '38384']","['OAKLEY 00x 8062D 01-57', 'Model: OX 8062D', '8062D', '8062D']","['RAYBAN', 'RAYBAN ORB 4253 6052Y0', 'RAYBAN', 'RAYBAN']",Handwritten
307,651328,6/17/24,38384,Approved,1,Oakley,Optical,8062D,1,Receipt/2024/cjtjj1rvx3.jpg,Yes,cjtjj1rvx3.jpg,5.277784,"{'m_receipt_date': ['17/6/24', '17/6/24'], 'm_receipt_number': ['NO. 38384 R', 'NO. 38384', '38384', '38384'], 'm_brand_model': ['OAKLEY 00x 8062D 01-57', 'Model: OX 8062D', '8062D', '8062D'], 'm_brand': ['OAKLEY', 'OAKLEY 00x 8062D 01-57', 'Oakley', 'OAKLEY', 'OAKLEY', 'Oakley'], 'id': 651328, 'receipt_type': 'Handwritten'}","['17/6/24', '17/6/24']","['NO. 38384 R', 'NO. 38384', '38384', '38384']","['OAKLEY 00x 8062D 01-57', 'Model: OX 8062D', '8062D', '8062D']","['OAKLEY', 'OAKLEY 00x 8062D 01-57', 'Oakley', 'OAKLEY', 'OAKLEY', 'Oakley']",Handwritten
308,651327,6/28/24,amk24002586,Approved,1,Oakley,Sunglasses,THURSO(A) 009286A 02,1,Receipt/2024/zh1wc9kwkq.jpg,Yes,zh1wc9kwkq.jpg,16.924163,"{'m_receipt_date': ['28/6/2024'], 'm_receipt_number': ['OR-AMK24002586', 'OR-AMK24002586'], 'm_brand_model': [], 'm_brand': ['OAKLEY', 'OAKLEY'], 'id': 651327, 'receipt_type': 'Printed'}",['28/6/2024'],"['OR-AMK24002586', 'OR-AMK24002586']",[],"['OAKLEY', 'OAKLEY']",Printed
309,651326,6/21/24,142236,Approved,1,Burberry,Optical,B1383,1,Receipt/2024/jpeg_20240708_125736.jpg,Yes,jpeg_20240708_125736.jpg,0.351015,"{'m_receipt_date': ['21/6/24'], 'm_receipt_number': ['142236', '142236'], 'm_brand_model': ['Model: B 1383-7 -', 'B 1383-7'], 'm_brand': [], 'id': 651326, 'receipt_type': 'Handwritten'}",['21/6/24'],"['142236', '142236']","['Model: B 1383-7 -', 'B 1383-7']",[],Handwritten
310,651325,6/19/24,142206,Approved,1,Oakley,Optical,OX8062,1,Receipt/2024/jpeg_20240708_125626.jpg,Yes,jpeg_20240708_125626.jpg,0.29659,"{'m_receipt_date': ['19/6/24'], 'm_receipt_number': ['142206', '142206'], 'm_brand_model': ['Model: 60 x8062D', '8062D', 'x8062D', '8062D'], 'm_brand': ['Oakley', 'Oakley'], 'id': 651325, 'receipt_type': 'Handwritten'}",['19/6/24'],"['142206', '142206']","['Model: 60 x8062D', '8062D', 'x8062D', '8062D']","['Oakley', 'Oakley']",Handwritten
311,651324,6/26/24,amk24002569,Approved,1,Oakley,Sunglasses,FROGSKINS LITE BLK MT GRY GZ 009374 49(63),1,Receipt/2024/ayribjfuqk.jpg,Yes,ayribjfuqk.jpg,17.328353,"{'m_receipt_date': ['26/6/2024', '26/6/2024'], 'm_receipt_number': ['INVOICE: OR-AMK24002569', 'OR-AMK24002569'], 'm_brand_model': [], 'm_brand': ['OAKLEY', 'OAKLEY'], 'id': 651324, 'receipt_type': 'Printed'}","['26/6/2024', '26/6/2024']","['INVOICE: OR-AMK24002569', 'OR-AMK24002569']",[],"['OAKLEY', 'OAKLEY']",Printed
312,651323,6/18/24,142193,Approved,1,Burberry,Optical,B1381,1,Receipt/2024/jpeg_20240708_125502.jpg,Yes,jpeg_20240708_125502.jpg,0.317571,"{'m_receipt_date': [], 'm_receipt_number': ['142193', '142193'], 'm_brand_model': [], 'm_brand': ['Burberry', 'Burberry'], 'id': 651323, 'receipt_type': 'Handwritten'}",[],"['142193', '142193']",[],"['Burberry', 'Burberry']",Handwritten
313,651322,6/18/24,142192,Approved,1,Emporio Armani,Optical,EA3214,1,Receipt/2024/jpeg_20240708_125354.jpg,Yes,jpeg_20240708_125354.jpg,0.284052,"{'m_receipt_date': ['18/6/24', '18/6/24'], 'm_receipt_number': ['TH RX No: 142192', '142192'], 'm_brand_model': ['Model: 3214D', '3214D'], 'm_brand': ['Model: 3214D'], 'id': 651322, 'receipt_type': 'Handwritten'}","['18/6/24', '18/6/24']","['TH RX No: 142192', '142192']","['Model: 3214D', '3214D']",['Model: 3214D'],Handwritten
314,651321,6/16/24,38382,Approved,1,Oakley,Optical,8056F,1,Receipt/2024/1akiov4cf1.jpg,Yes,1akiov4cf1.jpg,5.474958,"{'m_receipt_date': ['16/06/24', '16/06/24', '16/06/24'], 'm_receipt_number': ['NO. 38382883', 'NO. 38382', '38382883', '38382'], 'm_brand_model': ['OAKLEY DOX 8056F 02-57', '8056F'], 'm_brand': ['OAKLEY DOX 8056F 02-57', 'OAKLEY', 'OAKLEY', 'OAKLEY'], 'id': 651321, 'receipt_type': 'Handwritten'}","['16/06/24', '16/06/24', '16/06/24']","['NO. 38382883', 'NO. 38382', '38382883', '38382']","['OAKLEY DOX 8056F 02-57', '8056F']","['OAKLEY DOX 8056F 02-57', 'OAKLEY', 'OAKLEY', 'OAKLEY']",Handwritten
315,651320,6/17/24,142180,Approved,1,Oakley,Optical,OX3218,1,Receipt/2024/jpeg_20240708_125252.jpg,Yes,jpeg_20240708_125252.jpg,0.298035,"{'m_receipt_date': ['17/6/24', '17/6/24'], 'm_receipt_number': ['RX No: 142180', '142180'], 'm_brand_model': ['0x3218', '0x3218'], 'm_brand': ['Oakley', 'Oakley'], 'id': 651320, 'receipt_type': 'Handwritten'}","['17/6/24', '17/6/24']","['RX No: 142180', '142180']","['0x3218', '0x3218']","['Oakley', 'Oakley']",Handwritten
316,651319,6/17/24,142164,Approved,1,Ray-Ban,Optical,RB6421,1,Receipt/2024/jpeg_20240708_125156.jpg,Yes,jpeg_20240708_125156.jpg,0.287029,"{'m_receipt_date': ['17/6/24'], 'm_receipt_number': ['TH RX No: 142164', '142164'], 'm_brand_model': ['RB6421', 'RB6421'], 'm_brand': ['RB6421'], 'id': 651319, 'receipt_type': 'Handwritten'}",['17/6/24'],"['TH RX No: 142164', '142164']","['RB6421', 'RB6421']",['RB6421'],Handwritten
317,651318,6/16/24,142146,Approved,1,Prada,Optical,VPR12Z,1,Receipt/2024/jpeg_20240708_125025.jpg,Yes,jpeg_20240708_125025.jpg,0.300758,"{'m_receipt_date': ['16/6/24'], 'm_receipt_number': ['TH RX No: 142146', '142146'], 'm_brand_model': [], 'm_brand': ['Prada', 'Prada'], 'id': 651318, 'receipt_type': 'Handwritten'}",['16/6/24'],"['TH RX No: 142146', '142146']",[],"['Prada', 'Prada']",Handwritten
318,651317,6/16/24,142143,Approved,1,Ray-Ban,Sunglasses,RB3025,1,Receipt/2024/jpeg_20240708_124930.jpg,Yes,jpeg_20240708_124930.jpg,0.285845,"{'m_receipt_date': ['16-6-24', '16-6-24'], 'm_receipt_number': ['142143', '142143'], 'm_brand_model': ['Frame: Ray Ban s/o s RB3025 Model:', 'RR3025', 'RB3025', 'RR3025'], 'm_brand': ['Frame: Ray Ban s/o s RB3025 Model:'], 'id': 651317, 'receipt_type': 'Handwritten'}","['16-6-24', '16-6-24']","['142143', '142143']","['Frame: Ray Ban s/o s RB3025 Model:', 'RR3025', 'RB3025', 'RR3025']",['Frame: Ray Ban s/o s RB3025 Model:'],Handwritten
319,651316,6/16/24,142141,Approved,1,Prada,Optical,VPRA05,1,Receipt/2024/jpeg_20240708_124819.jpg,Yes,jpeg_20240708_124819.jpg,0.327563,"{'m_receipt_date': [], 'm_receipt_number': ['No: 142141', '142141'], 'm_brand_model': ['Model: VPR A05-F'], 'm_brand': [], 'id': 651316, 'receipt_type': 'Handwritten'}",[],"['No: 142141', '142141']",['Model: VPR A05-F'],[],Handwritten
320,651315,6/16/24,142134,Approved,1,Ray-Ban,Optical,RB3447V,1,Receipt/2024/jpeg_20240708_124726.jpg,Yes,jpeg_20240708_124726.jpg,0.291258,"{'m_receipt_date': ['16/6/24', '16/6/24'], 'm_receipt_number': [], 'm_brand_model': ['RB3447V', 'RB3447V'], 'm_brand': ['RB3447V'], 'id': 651315, 'receipt_type': 'Handwritten'}","['16/6/24', '16/6/24']",[],"['RB3447V', 'RB3447V']",['RB3447V'],Handwritten
321,651314,6/16/24,142124,Approved,1,Ray-Ban,Optical,RB7140,1,Receipt/2024/jpeg_20240708_124634.jpg,Yes,jpeg_20240708_124634.jpg,0.312675,"{'m_receipt_date': [], 'm_receipt_number': ['No: 142124', '142124'], 'm_brand_model': [], 'm_brand': ['Rayban - Model: 5724', 'Rayban'], 'id': 651314, 'receipt_type': 'Handwritten'}",[],"['No: 142124', '142124']",[],"['Rayban - Model: 5724', 'Rayban']",Handwritten
322,651313,6/15/24,38381,Approved,1,Oakley,Optical,5152,1,Receipt/2024/45cxcvpf0t.jpg,Yes,45cxcvpf0t.jpg,5.608914,"{'m_receipt_date': ['15.6.24', '15.6.24'], 'm_receipt_number': ['NO. 38381', 'NO. 38381', '38381', '38381'], 'm_brand_model': ['OAKLEY 00X 5152 01-56', '5152 01-56'], 'm_brand': ['OAKLEY 00X 5152 01-56', 'OAKLEY', 'OAKLEY', 'OAKLEY'], 'id': 651313, 'receipt_type': 'Handwritten'}","['15.6.24', '15.6.24']","['NO. 38381', 'NO. 38381', '38381', '38381']","['OAKLEY 00X 5152 01-56', '5152 01-56']","['OAKLEY 00X 5152 01-56', 'OAKLEY', 'OAKLEY', 'OAKLEY']",Handwritten
323,651312,6/15/24,142103,Approved,1,Ray-Ban,Sunglasses,RB4105,1,Receipt/2024/jpeg_20240708_124537.jpg,Yes,jpeg_20240708_124537.jpg,0.316287,"{'m_receipt_date': ['15/6/24', '15/6/24'], 'm_receipt_number': ['142103', '142103'], 'm_brand_model': ['Rayban 4105 710 $250 Sta', '4105 710'], 'm_brand': ['Rayban 4105 710 $250 Sta', 'Rayban'], 'id': 651312, 'receipt_type': 'Handwritten'}","['15/6/24', '15/6/24']","['142103', '142103']","['Rayban 4105 710 $250 Sta', '4105 710']","['Rayban 4105 710 $250 Sta', 'Rayban']",Handwritten
